# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
AWTEventQueue.dispatchTimeTotalNS,1777195924439000000,1777195984737000000,16837456836
AWTEventQueue.dispatchTimeAvgNs,1777195924439000000,1777195984737000000,0.0
FlushQueue.executionTime90PNs,1777195924439000000,1777195984737000000,0
AWTEventQueue.eventsDispatched,1777195924439000000,1777195984737000000,0
FlushQueue.tasksExecuted,1777195924439000000,1777195984737000000,0
ReadAction.executionsCount,1777195924439000000,1777195984737000000,17655
FlushQueue.waitingTimeMaxNs,1777195924439000000,1777195984737000000,0
FlushQueue.queueSizeMax,1777195924439000000,1777195984737000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1777195924439000000,1777195984737000000,2095946
WriteAction.executionsCount,1777195924439000000,1777195984737000000,37
NonBlockingReadAction.failedExecutionTimeUs,1777195924439000000,1777195984737000000,34274
FlushQueue.waitingTimeAvgNs,1777195924439000000,1777195984737000000,0.0
DirectByteBufferAllocator.reclaimed,1777195924439000000,1777195984737000000,5
FilePageCacheLockFree.totalPagesHandedOver,1777195924439000000,1777195984737000000,0
FilePageCacheLockFree.totalPagesReclaimed,1777195924439000000,1777195984737000000,0
StreamlinedBlobStorage.recordsDeleted,1777195924439000000,1777195984737000000,1
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1777195924439000000,1777195984737000000,0
FilePageCacheLockFree.nativeBytesInUse,1777195924439000000,1777195984737000000,0
StorageLockContext.competingThreads.90P,1777195924439000000,1777195984737000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1777195924439000000,1777195984737000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1777195924439000000,1777195984737000000,0
StreamlinedBlobStorage.recordsAllocated,1777195924439000000,1777195984737000000,1684
FilePageCacheLockFree.heapBytesInUse,1777195924439000000,1777195984737000000,0
FilePageCache.maxCacheSizeInBytes,1777195924439000000,1777195984737000000,283131904
FilePageCache.uncachedFileAccess,1777195924439000000,1777195984737000000,528
DirectByteBufferAllocator.hits,1777195924439000000,1777195984737000000,5
StorageLockContext.competingThreads.avg,1777195924439000000,1777195984737000000,0.0
FilePageCache.maxRegisteredFiles,1777195924439000000,1777195984737000000,535
FilePageCacheLockFree.totalPagesWriteMs,1777195924439000000,1777195984737000000,0
FilePageCacheLockFree.totalBytesWritten,1777195924439000000,1777195984737000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1777195924439000000,1777195984737000000,283131904
FilePageCacheLockFree.housekeeperTurnsSkipped,1777195924439000000,1777195984737000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1777195924439000000,1777195984737000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1777195924439000000,1777195984737000000,0
FilePageCache.pageFastCacheHits,1777195924439000000,1777195984737000000,60695
MappedFileStorage.totalBytesMapped,1777195924439000000,1777195984737000000,202637312
FilePageCache.totalPageLoadsUs,1777195924439000000,1777195984737000000,1402903
StreamlinedBlobStorage.recordsRelocated,1777195924439000000,1777195984737000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1777195924439000000,1777195984737000000,0
FilePageCacheLockFree.totalPagesReadMs,1777195924439000000,1777195984737000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1777195924439000000,1777195984737000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1777195924439000000,1777195984737000000,0
FilePageCacheLockFree.totalBytesRequested,1777195924439000000,1777195984737000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1777195924439000000,1777195984737000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1777195924439000000,1777195984737000000,44884
FilePageCacheLockFree.totalBytesRead,1777195924439000000,1777195984737000000,0
FilePageCache.pageLoads,1777195924439000000,1777195984737000000,277
StorageLockContext.competingThreads.max,1777195924439000000,1777195984737000000,0
FilePageCacheLockFree.totalPagesWritten,1777195924439000000,1777195984737000000,0
FilePageCache.disposedBuffers,1777195924439000000,1777195984737000000,5
FilePageCacheLockFree.housekeeperTimeSpentMs,1777195924439000000,1777195984737000000,0
MappedFileStorage.totalPagesMapped,1777195924439000000,1777195984737000000,16
FilePageCacheLockFree.totalPagesRequested,1777195924439000000,1777195984737000000,0
FilePageCache.totalPageDisposalsUs,1777195924439000000,1777195984737000000,3172
FilePageCacheLockFree.housekeeperTurnsDone,1777195924439000000,1777195984737000000,0
FilePageCache.pageHits,1777195924439000000,1777195984737000000,0
FilePageCacheLockFree.totalPagesAllocated,1777195924439000000,1777195984737000000,0
MappedFileStorage.storages,1777195924439000000,1777195984737000000,16
DirectByteBufferAllocator.misses,1777195924439000000,1777195984737000000,272
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1777195924439000000,1777195984737000000,135122
MappedFileStorage.totalTimeSpentOnMappingUs,1777195924439000000,1777195984737000000,369309
DirectByteBufferAllocator.disposed,1777195924439000000,1777195984737000000,0
FilePageCache.capacityInBytes,1777195924439000000,1777195984737000000,503316478
FilePageCache.pageLoadsAboveSizeThreshold,1777195924439000000,1777195984737000000,0
Indexes.entries.lookupDurationMaxMs,1777195924439000000,1777195984737000000,0.0
Indexes.allKeys.lookupDuration90PMs,1777195924439000000,1777195984737000000,0.0
Indexing.cache.totalCacheAccesses,1777195924439000000,1777195984737000000,136811
Indexing.writer_0.totalTimeSpentWritingMs,1777195924439000000,1777195984737000000,1085
Indexes.entries.lookupDurationAvgMs,1777195924439000000,1777195984737000000,0.0
IndexesFlusher.totalContentionQuotaSpent,1777195924439000000,1777195984737000000,205
Indexes.stubs.lookupDurationMaxMs,1777195924439000000,1777195984737000000,0.0
Indexes.allKeys.lookups,1777195924439000000,1777195984737000000,1
Indexing.writer_3.totalTimeSpentWritingMs,1777195924439000000,1777195984737000000,222
Indexes.entries.lookups,1777195924439000000,1777195984737000000,10
IndexesFlusher.totalFlushes,1777195924439000000,1777195984737000000,63
IndexesFlusher.totalFlushingTimeUs,1777195924439000000,1777195984737000000,1570805
Indexing.cache.totalCacheEvicted,1777195924439000000,1777195984737000000,25474
Indexing.writesQueuedMax,1777195924439000000,1777195984737000000,0
Indexes.stubs.lookupDurationAvgMs,1777195924439000000,1777195984737000000,0.0
Indexing.cache.totalCacheMisses,1777195924439000000,1777195984737000000,25474
Indexing.totalTimeIndexersSleptMs,1777195924439000000,1777195984737000000,0
Indexes.stubs.lookupDuration90PMs,1777195924439000000,1777195984737000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1777195924439000000,1777195984737000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1777195924439000000,1777195984737000000,0.0
Indexing.writesQueuedMin,1777195924439000000,1777195984737000000,9223372036854775807
Indexing.writer_1.totalTimeSpentWritingMs,1777195924439000000,1777195984737000000,217
Indexes.stubs.lookups,1777195924439000000,1777195984737000000,16
Indexing.writer_2.totalTimeSpentWritingMs,1777195924439000000,1777195984737000000,1052
IndexesFlusher.totalFlushesRetried,1777195924439000000,1777195984737000000,5
Indexes.entries.lookupDuration90PMs,1777195924439000000,1777195984737000000,0.0
DiskQueryRelay.taskWaitingTotalTimeUs,1777195924439000000,1777195984737000000,9226052
DiskQueryRelay.tasksExecuted,1777195924439000000,1777195984737000000,35682
lexer.IgnoreLang.size.bytes,1777195924439000000,1777195984737000000,0
writeAction.count,1777195924439000000,1777195984737000000,37
DiskQueryRelay.taskExecutionTotalTimeUs,1777195924439000000,1777195984737000000,2343626
lexer.JAVA.time.ns,1777195924439000000,1777195984737000000,6482215
lexer.IgnoreLang.time.ns,1777195924439000000,1777195984737000000,25000
parser.IgnoreLang.time.ns,1777195924439000000,1777195984737000000,5916723
writeAction.wait.ms,1777195924439000000,1777195984737000000,389
writeAction.max.wait.ms,1777195924439000000,1777195984737000000,161
parser.JAVA.size.bytes,1777195924439000000,1777195984737000000,800
lexer.JAVA.size.bytes,1777195924439000000,1777195984737000000,800
writeAction.median.wait.ms,1777195924439000000,1777195984737000000,0
parser.IgnoreLang.size.bytes,1777195924439000000,1777195984737000000,0
parser.JAVA.time.ns,1777195924439000000,1777195984737000000,111219027
DiskQueryRelay.tasksRequested,1777195924439000000,1777195984737000000,35684
jps.modifiable.module.model.bridge.renaming.ms,1777195984737000000,1777196044503000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1777195984737000000,1777196044503000000,0
jps.artifact.entities.serializer.load.entities.ms,1777195984737000000,1777196044503000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1777195984737000000,1777196044503000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1777195984737000000,1777196044503000000,0
workspaceModel.global.updates.ms,1777195984737000000,1777196044503000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1777195984737000000,1777196044503000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1777195984737000000,1777196044503000000,0
jps.load.initial.state.ms,1777195984737000000,1777196044503000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1777195984737000000,1777196044503000000,0
workspaceModel.sync.entities.ms,1777195984737000000,1777196044503000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1777195984737000000,1777196044503000000,0
jps.load.project.to.empty.storage.ms,1777195984737000000,1777196044503000000,0
jps.reload.project.entities.ms,1777195984737000000,1777196044503000000,0
workspaceModel.load.cache.from.file.ms,1777195984737000000,1777196044503000000,0
jps.global.initialize.library.bridges.ms,1777195984737000000,1777196044503000000,0
jps.project.serializers.save.ms,1777195984737000000,1777196044503000000,0
jps.project.serializers.load.ms,1777195984737000000,1777196044503000000,0
jps.save.changed.project.entities.ms,1777195984737000000,1777196044503000000,0
jps.global.get.library.ms,1777195984737000000,1777196044503000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1777195984737000000,1777196044503000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1777195984737000000,1777196044503000000,0
jps.library.entities.serializer.save.entities.ms,1777195984737000000,1777196044503000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1777195984737000000,1777196044503000000,0
workspaceModel.load.cache.metadata.from.file.ms,1777195984737000000,1777196044503000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1777195984737000000,1777196044503000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1777195984737000000,1777196044503000000,0
workspaceModel.do.save.caches.ms,1777195984737000000,1777196044503000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1777195984737000000,1777196044503000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1777195984737000000,1777196044503000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1777195984737000000,1777196044503000000,0
jps.modifiable.module.model.bridge.new.module.ms,1777195984737000000,1777196044503000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1777195984737000000,1777196044503000000,0
jps.facet.change.listener.init.bridge.ms,1777195984737000000,1777196044503000000,0
jps.modifiable.module.model.bridge.disposing.ms,1777195984737000000,1777196044503000000,0
jps.artifact.entities.serializer.save.entities.ms,1777195984737000000,1777196044503000000,0
jps.facet.change.listener.before.change.events.ms,1777195984737000000,1777196044503000000,0
jps.apply.loaded.storage.ms,1777195984737000000,1777196044503000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1777195984737000000,1777196044503000000,0
workspaceModel.moduleBridge.update.option.ms,1777195984737000000,1777196044503000000,0
jps.storage.jps.conf.reader.load.component.ms,1777195984737000000,1777196044503000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1777195984737000000,1777196044503000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1777195984737000000,1777196044503000000,0
workspaceModel.mutableEntityStorage.instances.count,1777195984737000000,1777196044503000000,0
jps.global.handle.changed.events.ms,1777195984737000000,1777196044503000000,0
workspaceModel.global.updates.count,1777195984737000000,1777196044503000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1777195984737000000,1777196044503000000,0
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1777195984737000000,1777196044503000000,0
jps.global.get.library.by.name.ms,1777195984737000000,1777196044503000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1777195984737000000,1777196044503000000,0
workspaceModel.save.cache.to.file.ms,1777195984737000000,1777196044503000000,0
jps.global.get.libraries.ms,1777195984737000000,1777196044503000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1777195984737000000,1777196044503000000,0
jps.global.handle.before.change.events.ms,1777195984737000000,1777196044503000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1777195984737000000,1777196044503000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1777195984737000000,1777196044503000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1777195984737000000,1777196044503000000,0
jps.modifiable.module.model.bridge.load.module.ms,1777195984737000000,1777196044503000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1777195984737000000,1777196044503000000,0
jps.library.entities.serializer.load.entities.ms,1777195984737000000,1777196044503000000,0
jps.global.initialize.library.bridges.after.loading.ms,1777195984737000000,1777196044503000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1777195984737000000,1777196044503000000,0
workspaceModel.mutableEntityStorage.entities.ms,1777195984737000000,1777196044503000000,0
workspaceModel.moduleBridge.before.changed.ms,1777195984737000000,1777196044503000000,0
jps.facet.change.listener.process.change.events.ms,1777195984737000000,1777196044503000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1777195984737000000,1777196044503000000,0
jps.app.storage.content.reader.load.component.ms,1777195984737000000,1777196044503000000,0
jps.save.global.entities.ms,1777195984737000000,1777196044503000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1777195984737000000,1777196044503000000,0
workspaceModel.global.apply.state.to.project.ms,1777195984737000000,1777196044503000000,0
workspaceModel.orphan.listener.update.ms,1777195984737000000,1777196044503000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1777195984737000000,1777196044503000000,0
JVM.totalSafepointCount,1777195984737000000,1777196044503000000,66
JVM.usedNativeBytes,1777195984737000000,1777196044503000000,391407144
JVM.GC.collections,1777195984737000000,1777196044503000000,5
OS.loadAverage,1777195984737000000,1777196044503000000,2.96142578125
JVM.maxThreadCount,1777195984737000000,1777196044503000000,126
JVM.totalTimeToSafepointsMs,1777195984737000000,1777196044503000000,4
JVM.newThreadsCount,1777195984737000000,1777196044503000000,9
JVM.totalDirectByteBuffersBytes,1777195984737000000,1777196044503000000,286039230
JVM.maxHeapBytes,1777195984737000000,1777196044503000000,2147483648
JVM.totalBytesAllocated,1777195984737000000,1777196044503000000,349792608
JVM.usedHeapBytes,1777195984737000000,1777196044503000000,255132952
JVM.threadCount,1777195984737000000,1777196044503000000,114
JVM.totalTimeAtSafepointsMs,1777195984737000000,1777196044503000000,110
JVM.GC.collectionTimesMs,1777195984737000000,1777196044503000000,99
JVM.totalCpuTimeMs,1777195984737000000,1777196044503000000,39540
workspaceModel.on.before.changed.ms,1777195984737000000,1777196044503000000,0
